"SIRUTA";"DENLOC";"CODP";"JUD";"SIRSUP";"TIP";"NIV";"MED";"REGIUNE";"FSJ";"FS2";"FS3";"FSL";"rang";"fictiv"
4213,00;"CORNU";517262,00;1;9026,00;23;3;"3";7;1;"0150398";"3003279";"0150398703283";"V";
4222,00;"PADURE";517263,00;1;9026,00;23;3;"3";7;1;"0150398";"3008481";"0150398708493";"V";
4231,00;"PÂNCA";517264,00;1;9026,00;23;3;"3";7;1;"0150398";"3008624";"0150398708631";"V";
3459,00;"BUCIUM";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150402000000";"IV";
3468,00;"BUCIUM";517165,00;1;3459,00;22;3;"3";7;1;"0150402";"1001723";"0150402301726";"IV";
3477,00;"ANGHELEªTI";517166,00;1;3459,00;23;3;"3";7;1;"0150402";"3000215";"0150402700215";"V";
3486,00;"BISERICANI";517167,00;1;3459,00;23;3;"3";7;1;"0150402";"3001098";"0150402701012";"V";
3495,00;"BUCIUM-SAT";517168,00;1;3459,00;23;3;"3";7;1;"0150402";"3001728";"0150402701729";"V";
3501,00;"CERBU";517169,00;1;3459,00;23;3;"3";7;1;"0150402";"3002481";"0150402702391";"V";
3510,00;"CIUCULEªTI";517171,00;1;3459,00;23;3;"3";7;1;"0150402";"3002882";"0150402702796";"V";
3529,00;"COLEªENI";517172,00;1;3459,00;23;3;"3";7;1;"0150402";"3003070";"0150402703072";"V";
3538,00;"DOGAREªTI";517173,00;1;3459,00;23;3;"3";7;1;"0150402";"3004162";"0150402704168";"V";
3547,00;"FEREªTI";517174,00;1;3459,00;23;3;"3";7;1;"0150402";"3004696";"0150402704650";"V";
3556,00;"FLOREªTI";517176,00;1;3459,00;23;3;"3";7;1;"0150402";"3004789";"0150402704788";"V";
3565,00;"GURA IZBITEI";517177,00;1;3459,00;23;3;"3";7;1;"0150402";"3005613";"0150402705620";"V";
3574,00;"HELEªTI";517178,00;1;3459,00;23;3;"3";7;1;"0150402";"3005784";"0150402705778";"V";
3583,00;"IZBICIOARA";517179,00;1;3459,00;23;3;"3";7;1;"0150402";"3006250";"0150402706259";"V";
3592,00;"IZBITA";517181,00;1;3459,00;23;3;"3";7;1;"0150402";"3006251";"0150402706260";"V";
3609,00;"JURCUIEªTI";517182,00;1;3459,00;23;3;"3";7;1;"0150402";"3006423";"0150402706431";"V";
3618,00;"LUPULEªTI";517183,00;1;3459,00;23;3;"3";7;1;"0150402";"3006918";"0150402706926";"V";
3627,00;"MAGURA";517184,00;1;3459,00;23;3;"3";7;1;"0150402";"3007099";"0150402707108";"V";
3636,00;"MUNTARI";517186,00;1;3459,00;23;3;"3";7;1;"0150402";"3007800";"0150402707809";"V";
3645,00;"PETRENI";517187,00;1;3459,00;23;3;"3";7;1;"0150402";"3008766";"0150402708732";"V";
3654,00;"POIANA";517188,00;1;3459,00;23;3;"3";7;1;"0150402";"3009170";"0150402709181";"V";
3663,00;"POIENI";517189,00;1;3459,00;23;3;"3";7;1;"0150402";"3009270";"0150402709284";"V";
3672,00;"STÎLNIªOARA";517191,00;1;3459,00;23;3;"3";7;1;"0150402";"3011205";"0150402711259";"V";
3681,00;"VALEA ABRUZEL";517192,00;1;3459,00;23;3;"3";7;1;"0150402";"3012646";"0150402712662";"V";
3690,00;"VALEA ALBA";517193,00;1;3459,00;23;3;"3";7;1;"0150402";"3012649";"0150402712665";"V";
3707,00;"VALEA CERBULUI";517194,00;1;3459,00;23;3;"3";7;1;"0150402";"3012701";"0150402712716";"V";
3716,00;"VALEA NEGRILESII";517196,00;1;3459,00;23;3;"3";7;1;"0150402";"3012883";"0150402712898";"V";
3725,00;"VALEA POIENII";517197,00;1;3459,00;23;3;"3";7;1;"0150402";"3012906";"0150402712921";"V";
3734,00;"VALEA ªESII";517198,00;1;3459,00;23;3;"3";7;1;"0150402";"3012982";"0150402712998";"V";
3743,00;"VALENI";517199,00;1;3459,00;23;3;"3";7;1;"0150402";"3013109";"0150402713124";"V";
3752,00;"VÎLCEA";517201,00;1;3459,00;23;3;"3";7;1;"0150402";"3013186";"0150402713388";"V";
4106,00;"CÂLNIC";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150516000000";"IV";
4115,00;"CÂLNIC";517205,00;1;4106,00;22;3;"3";7;1;"0150516";"1002323";"0150516302320";"IV";
4133,00;"DEAL";517207,00;1;4106,00;23;3;"3";7;1;"0150516";"3003900";"0150516703870";"V";
3761,00;"CENADE";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150531000000";"IV";
3770,00;"CENADE";517210,00;1;3761,00;22;3;"3";7;1;"0150531";"1002455";"0150531302368";"IV";
3789,00;"CAPU DEALULUI";517211,00;1;3761,00;23;3;"3";7;1;"0150531";"3002037";"0150531702037";"V";
3798,00;"GORGAN";517212,00;1;3761,00;23;3;"3";7;1;"0150531";"3005416";"0150531705422";"V";
3805,00;"CERGAU";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150540000000";"IV";
3814,00;"CERGAU MARE";517216,00;1;3805,00;22;3;"3";7;1;"0150540";"1002490";"0150540302402";"IV";
3823,00;"CERGAU MIC";517217,00;1;3805,00;23;3;"3";7;1;"0150540";"3002491";"0150540702403";"V";
3832,00;"LUPU";517218,00;1;3805,00;23;3;"3";7;1;"0150540";"3006915";"0150540706923";"V";
3841,00;"CERU-BACAINÞI";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150552000000";"IV";
3850,00;"CERU-BACAINÞI";517220,00;1;3841,00;22;3;"3";7;1;"0150552";"1002532";"0150552302445";"IV";
3869,00;"BOLOVANEªTI";517221,00;1;3841,00;23;3;"3";7;1;"0150552";"3001341";"0150552701342";"V";
3878,00;"BULBUC";517222,00;1;3841,00;23;3;"3";7;1;"0150552";"3001860";"0150552701861";"V";
3887,00;"CUCUTA";517223,00;1;3841,00;23;3;"3";7;1;"0150552";"3003673";"0150552703676";"V";
3896,00;"CURPENI";517224,00;1;3841,00;23;3;"3";7;1;"0150552";"3003732";"0150552703736";"V";
3903,00;"DUMBRAVIÞA";517226,00;1;3841,00;23;3;"3";7;1;"0150552";"3004436";"0150552704441";"V";
3912,00;"FÎNTÂNELE";517227,00;1;3841,00;23;3;"3";7;1;"0150552";"3004641";"0150552704744";"V";
3921,00;"GROªI";517228,00;1;3841,00;23;3;"3";7;1;"0150552";"3005545";"0150552705552";"V";
3930,00;"VALEA MARE";517229,00;1;3841,00;23;3;"3";7;1;"0150552";"3012831";"0150552712842";"V";
3949,00;"VIEZURI";517231,00;1;3841,00;23;3;"3";7;1;"0150552";"3013347";"0150552713283";"V";
3958,00;"CETATEA DE BALTA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150557000000";"IV";
3967,00;"CETATEA DE BALTA";517235,00;1;3958,00;22;3;"3";7;1;"0150557";"1002544";"0150557302457";"IV";
3976,00;"CRACIUNELU DE SUS";517236,00;1;3958,00;23;3;"3";7;1;"0150557";"3003481";"0150557703484";"V";
3985,00;"SÎNTAMARIE";517237,00;1;3958,00;23;3;"3";7;1;"0150557";"3010646";"0150557710951";"V";
3994,00;"TATÎRLAUA";517238,00;1;3958,00;23;3;"3";7;1;"0150557";"3011850";"0150557711867";"V";
1071,00;"CIUGUD";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150623000000";"IV";
1080,00;"CIUGUD";517240,00;1;1071,00;22;3;"3";7;1;"0150623";"1002886";"0150623302800";"IV";
1099,00;"DRÎMBAR";517241,00;1;1071,00;23;3;"3";7;1;"0150623";"3004333";"0150623704351";"V";
1115,00;"HAPRIA";517243,00;1;1071,00;23;3;"3";7;1;"0150623";"3005735";"0150623705742";"V";
1106,00;"LIMBA";2516,00;1;1071,00;23;3;"3";7;1;"0150623";"3004392";"0150623706638";"V";
1124,00;"ªEUªA";517244,00;1;1071,00;23;3;"3";7;1;"0150623";"3011548";"0150623711564";"V";
1133,00;"TELEAC";517246,00;1;1071,00;23;3;"3";7;1;"0150623";"3011961";"0150623711930";"V";
4008,00;"CIURULEASA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150633000000";"IV";
4017,00;"CIURULEASA";517250,00;1;4008,00;22;3;"3";7;1;"0150633";"1002939";"0150633302853";"IV";
4026,00;"BIDIGEªTI";517251,00;1;4008,00;23;3;"3";7;1;"0150633";"3001071";"0150633700985";"V";
4035,00;"BODREªTI";517252,00;1;4008,00;23;3;"3";7;1;"0150633";"3001233";"0150633701234";"V";
4044,00;"BOGLEªTI";517253,00;1;4008,00;23;3;"3";7;1;"0150633";"3001281";"0150633701282";"V";
4053,00;"BUNINGINEA";517254,00;1;4008,00;23;3;"3";7;1;"0150633";"3001899";"0150633701900";"V";
4062,00;"GHEDULEªTI";517256,00;1;4008,00;23;3;"3";7;1;"0150633";"3005156";"0150633705115";"V";
4071,00;"MATIªEªTI";517257,00;1;4008,00;23;3;"3";7;1;"0150633";"3007267";"0150633707276";"V";
4080,00;"MORAREªTI";517258,00;1;4008,00;23;3;"3";7;1;"0150633";"3007688";"0150633707697";"V";
4099,00;"VULCAN";517259,00;1;4008,00;23;3;"3";7;1;"0150633";"3013562";"0150633713580";"V";
4188,00;"CRACIUNELU DE JOS";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150764000000";"IV";
4197,00;"CRACIUNELU DE JOS";517260,00;1;4188,00;22;3;"3";7;1;"0150764";"1003506";"0150764303509";"IV";
4142,00;"CRICAU";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150774000000";"IV";
4151,00;"CRICAU";517265,00;1;4142,00;22;3;"3";7;1;"0150774";"1003562";"0150774303553";"IV";
4160,00;"CRAIVA";517266,00;1;4142,00;23;3;"3";7;1;"0150774";"3003493";"0150774703496";"V";
4179,00;"TIBRU";517267,00;1;4142,00;23;3;"3";7;1;"0150774";"3012006";"0150774711975";"V";
9019,00;"CUT";0,00;1;10,00;3;2;"3";7;1;"01";;"0150813000000";;0
4124,00;"CUT";517206,00;1;9019,00;22;3;"3";7;1;"0150813";"3003759";"0150813303763";"V";
4240,00;"DAIA ROMÂNA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150821000000";"IV";
4259,00;"DAIA ROMÂNA";517270,00;1;4240,00;22;3;"3";7;1;"0150821";"1003792";"0150821303796";"IV";
4268,00;"DOªTAT";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150913000000";"IV";
4277,00;"DOªTAT";517275,00;1;4268,00;22;3;"3";7;1;"0150913";"1004232";"0150913304238";"IV";
4286,00;"BOZ";517276,00;1;4268,00;23;3;"3";7;1;"0150913";"3001474";"0150913701475";"V";
4295,00;"DEALU DOªTATULUI";517277,00;1;4268,00;23;3;"3";7;1;"0150913";"3003921";"0150913703891";"V";
4302,00;"FARAU";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0150987000000";"IV";
4311,00;"FARAU";517280,00;1;4302,00;22;3;"3";7;1;"0150987";"1004582";"0150987304587";"IV";
4320,00;"HERIA";517281,00;1;4302,00;23;3;"3";7;1;"0150987";"3005797";"0150987705792";"V";
4339,00;"MEDVEª";517282,00;1;4302,00;23;3;"3";7;1;"0150987";"3007332";"0150987707303";"V";
4348,00;"SÎNBENEDIC";517283,00;1;4302,00;23;3;"3";7;1;"0150987";"3010570";"0150987710890";"V";
4357,00;"ªILEA";517284,00;1;4302,00;23;3;"3";7;1;"0150987";"3011563";"0150987711579";"V";
4366,00;"GALDA DE JOS";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151058000000";"IV";
4375,00;"GALDA DE JOS";517285,00;1;4366,00;22;3;"3";7;1;"0151058";"1004968";"0151058304974";"IV";
4384,00;"BENIC";517286,00;1;4366,00;23;3;"3";7;1;"0151058";"3000965";"0151058700879";"V";
4393,00;"CETEA";517287,00;1;4366,00;23;3;"3";7;1;"0151058";"3002557";"0151058702470";"V";
4400,00;"GALDA DE SUS";517288,00;1;4366,00;23;3;"3";7;1;"0151058";"3004969";"0151058704975";"V";
4419,00;"LUPªENI";517289,00;1;4366,00;23;3;"3";7;1;"0151058";"3006913";"0151058706921";"V";
4428,00;"MAGURA";517291,00;1;4366,00;23;3;"3";7;1;"0151058";"3007098";"0151058707106";"V";
4437,00;"MESENTEA";517292,00;1;4366,00;23;3;"3";7;1;"0151058";"3007381";"0151058707352";"V";
4446,00;"OIEJDEA";517293,00;1;4366,00;23;3;"3";7;1;"0151058";"3008227";"0151058708238";"V";
4455,00;"POIANA GALDEI";517294,00;1;4366,00;23;3;"3";7;1;"0151058";"3009209";"0151058709221";"V";
4464,00;"RAICANI";517296,00;1;4366,00;23;3;"3";7;1;"0151058";"3009790";"0151058709804";"V";
4473,00;"ZAGRIª";517297,00;1;4366,00;23;3;"3";7;1;"0151058";"3013619";"0151058713637";"V";
4482,00;"GÎRBOVA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151133000000";"IV";
4491,00;"GÎRBOVA";517305,00;1;4482,00;22;3;"3";7;1;"0151133";"1005082";"0151133305289";"IV";
4507,00;"CARPINIª";517306,00;1;4482,00;23;3;"3";7;1;"0151133";"3002269";"0151133702269";"V";
4516,00;"RECIU";517307,00;1;4482,00;23;3;"3";7;1;"0151133";"3009910";"0151133709887";"V";
4525,00;"GÎRDA DE SUS";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151137000000";"IV";
4534,00;"GÎRDA DE SUS";517310,00;1;4525,00;22;3;"3";7;1;"0151137";"1005096";"0151137305301";"IV";
4543,00;"BIHARIA";517311,00;1;4525,00;23;3;"3";7;1;"0151137";"3001077";"0151137700991";"V";
4552,00;"DEALU FRUMOS";517312,00;1;4525,00;23;3;"3";7;1;"0151137";"3003926";"0151137703896";"V";
4561,00;"DEALU ORDÎNCUªII";517313,00;1;4525,00;23;3;"3";7;1;"0151137";"3003952";"0151137703922";"V";
4570,00;"DOBREªTI";517314,00;1;4525,00;23;3;"3";7;1;"0151137";"3004116";"0151137704119";"V";
4589,00;"GHEÞARI";517317,00;1;4525,00;23;3;"3";7;1;"0151137";"3005197";"0151137705156";"V";
4598,00;"GÎRDA SEACA";517316,00;1;4525,00;23;3;"3";7;1;"0151137";"3005097";"0151137705302";"V";
4605,00;"HANAªEªTI";517318,00;1;4525,00;23;3;"3";7;1;"0151137";"3005694";"0151137705701";"V";
4614,00;"HUZAREªTI";517319,00;1;4525,00;23;3;"3";7;1;"0151137";"3005988";"0151137705996";"V";
4623,00;"IZVOARELE";517321,00;1;4525,00;23;3;"3";7;1;"0151137";"3006267";"0151137706282";"V";
4632,00;"MUNUNA";517322,00;1;4525,00;23;3;"3";7;1;"0151137";"3007816";"0151137707825";"V";
4641,00;"OCOALE";517323,00;1;4525,00;23;3;"3";7;1;"0151137";"3008167";"0151137708178";"V";
4650,00;"PLAI";517324,00;1;4525,00;23;3;"3";7;1;"0151137";"3008943";"0151137708955";"V";
4669,00;"PLIªTI";517326,00;1;4525,00;23;3;"3";7;1;"0151137";"3009001";"0151137709013";"V";
4678,00;"SCOARÞA";517327,00;1;4525,00;23;3;"3";7;1;"0151137";"3010746";"0151137710653";"V";
4696,00;"SNIDE";517328,00;1;4525,00;23;3;"3";7;1;"0151137";"3011064";"0151137711081";"V";
4687,00;"SUCEªTI";517329,00;1;4525,00;23;3;"3";7;1;"0151137";"3011385";"0151137711402";"V";
4703,00;"HOPÎRTA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151268000000";"IV";
4712,00;"HOPÎRTA";517335,00;1;4703,00;22;3;"3";7;1;"0151268";"1005890";"0151268305898";"IV";
4721,00;"SILIVAª";517336,00;1;4703,00;23;3;"3";7;1;"0151268";"3010926";"0151268710835";"V";
4730,00;"ªPALNACA";517337,00;1;4703,00;23;3;"3";7;1;"0151268";"3011664";"0151268711680";"V";
4749,00;"TURDAª";517338,00;1;4703,00;23;3;"3";7;1;"0151268";"3012293";"0151268712311";"V";
4758,00;"VAMA SEACA";517339,00;1;4703,00;23;3;"3";7;1;"0151268";"3013037";"0151268713052";"V";
4767,00;"HOREA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151269000000";"IV";
4776,00;"HOREA";517340,00;1;4767,00;22;3;"3";7;1;"0151269";"1005897";"0151269305904";"IV";
4785,00;"BABA";517341,00;1;4767,00;23;3;"3";7;1;"0151269";"3000389";"0151269700390";"V";
4794,00;"BUTEªTI";517342,00;1;4767,00;23;3;"3";7;1;"0151269";"3001961";"0151269701960";"V";
4801,00;"DÎRLEªTI";517343,00;1;4767,00;23;3;"3";7;1;"0151269";"3003886";"0151269704082";"V";
4810,00;"FERICET";517344,00;1;4767,00;23;3;"3";7;1;"0151269";"3004700";"0151269704655";"V";
4829,00;"GIURGIUÞ";517346,00;1;4767,00;23;3;"3";7;1;"0151269";"3005307";"0151269705266";"V";
4838,00;"MANCEªTI";517347,00;1;4767,00;23;3;"3";7;1;"0151269";"3007177";"0151269707187";"V";
4847,00;"MATIªEªTI";517348,00;1;4767,00;23;3;"3";7;1;"0151269";"3007266";"0151269707277";"V";
4856,00;"NICULEªTI";517349,00;1;4767,00;23;3;"3";7;1;"0151269";"3008036";"0151269708049";"V";
4865,00;"PATRUªEªTI";517351,00;1;4767,00;23;3;"3";7;1;"0151269";"3008582";"0151269708594";"V";
4874,00;"PETREASA";517352,00;1;4767,00;23;3;"3";7;1;"0151269";"3008765";"0151269708729";"V";
4883,00;"PRELUCA";517353,00;1;4767,00;23;3;"3";7;1;"0151269";"3009479";"0151269709492";"V";
4892,00;"TEIU";517354,00;1;4767,00;23;3;"3";7;1;"0151269";"3011947";"0151269711916";"V";
4909,00;"TRIFEªTI";517356,00;1;4767,00;23;3;"3";7;1;"0151269";"3012220";"0151269712236";"V";
4918,00;"ZÎNZEªTI";517357,00;1;4767,00;23;3;"3";7;1;"0151269";"3013662";"0151269713718";"V";
4927,00;"IGHIU";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151308000000";"IV";
4936,00;"IGHIU";517360,00;1;4927,00;22;3;"3";7;1;"0151308";"1006097";"0151308306105";"IV";
4945,00;"BUCERDEA VÎNOASA";517361,00;1;4927,00;23;3;"3";7;1;"0151308";"3001710";"0151308701711";"V";
4954,00;"IGHIEL";517362,00;1;4927,00;23;3;"3";7;1;"0151308";"3006094";"0151308706102";"V";
4963,00;"ªARD";517363,00;1;4927,00;23;3;"3";7;1;"0151308";"3011475";"0151308711491";"V";
4972,00;"ÞELNA";517364,00;1;4927,00;23;3;"3";7;1;"0151308";"3012355";"0151308712366";"V";
4981,00;"ÎNTREGALDE";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151357000000";"IV";
4990,00;"ÎNTREGALDE";517365,00;1;4981,00;22;3;"3";7;1;"0151357";"1006328";"0151357306336";"IV";
5005,00;"DEALU GEOAGIULUI";517366,00;1;4981,00;23;3;"3";7;1;"0151357";"3003929";"0151357703899";"V";
5014,00;"GHIONCANI";517367,00;1;4981,00;23;3;"3";7;1;"0151357";"3005237";"0151357705196";"V";
5023,00;"ILIEªTI";517368,00;1;4981,00;23;3;"3";7;1;"0151357";"3006123";"0151357706132";"V";
5032,00;"IVANIª";517369,00;1;4981,00;23;3;"3";7;1;"0151357";"3006242";"0151357706251";"V";
5041,00;"MARINEªTI";517371,00;1;4981,00;23;3;"3";7;1;"0151357";"3007230";"0151357707240";"V";
5050,00;"MODOLEªTI";517372,00;1;4981,00;23;3;"3";7;1;"0151357";"3007626";"0151357707635";"V";
5069,00;"NECRILEªTI";517373,00;1;4981,00;23;3;"3";7;1;"0151357";"3007914";"0151357707924";"V";
5078,00;"POPEªTI";517374,00;1;4981,00;23;3;"3";7;1;"0151357";"3009358";"0151357709358";"V";
5087,00;"SFÎRCEA";517376,00;1;4981,00;23;3;"3";7;1;"0151357";"3010868";"0151357710781";"V";
5096,00;"TECªEªTI";517377,00;1;4981,00;23;3;"3";7;1;"0151357";"3011934";"0151357711903";"V";
5103,00;"JIDVEI";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151365000000";"IV";
5112,00;"JIDVEI";517385,00;1;5103,00;22;3;"3";7;1;"0151365";"1006365";"0151365306373";"IV";
5121,00;"BALCACIU";517386,00;1;5103,00;23;3;"3";7;1;"0151365";"3000655";"0151365700654";"V";
5130,00;"CAPÎLNA DE JOS";517387,00;1;5103,00;23;3;"3";7;1;"0151365";"3002222";"0151365702225";"V";
5149,00;"FEISA";517388,00;1;5103,00;23;3;"3";7;1;"0151365";"3004672";"0151365704627";"V";
5158,00;"VESEUª";517389,00;1;5103,00;23;3;"3";7;1;"0151365";"3013307";"0151365713243";"V";
5167,00;"LIVEZILE";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151433000000";"IV";
5176,00;"LIVEZILE";517390,00;1;5167,00;22;3;"3";7;1;"0151433";"1006702";"0151433306710";"IV";
5185,00;"IZVOARELE";517391,00;1;5167,00;23;3;"3";7;1;"0151433";"3006270";"0151433706280";"V";
5194,00;"POIANA AIUDULUI";517392,00;1;5167,00;23;3;"3";7;1;"0151433";"3009194";"0151433709206";"V";
5201,00;"VALIªOARA";517393,00;1;5167,00;23;3;"3";7;1;"0151433";"3013140";"0151433713156";"V";
5210,00;"LOPADEA NOUA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151437000000";"IV";
5229,00;"LOPADEA NOUA";517395,00;1;5210,00;22;3;"3";7;1;"0151437";"1006719";"0151437306728";"IV";
5238,00;"ASINIP";517396,00;1;5210,00;23;3;"3";7;1;"0151437";"3000349";"0151437700350";"V";
5256,00;"BAGAU";517397,00;1;5210,00;23;3;"3";7;1;"0151437";"3000591";"0151437700591";"V";
5247,00;"BEÞA";517398,00;1;5210,00;23;3;"3";7;1;"0151437";"3001038";"0151437700952";"V";
5265,00;"CICÎRD";517399,00;1;5210,00;23;3;"3";7;1;"0151437";"3002728";"0151437702648";"V";
5274,00;"CIUGUZEL";517401,00;1;5210,00;23;3;"3";7;1;"0151437";"3002889";"0151437702803";"V";
5283,00;"OCNIªOARA";517402,00;1;5210,00;23;3;"3";7;1;"0151437";"3008163";"0151437708174";"V";
5292,00;"ODVEREM";517403,00;1;5210,00;23;3;"3";7;1;"0151437";"3008195";"0151437708206";"V";
5309,00;"LUNCA MUREªULUI";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151463000000";"IV";
5318,00;"LUNCA MUREªULUI";517405,00;1;5309,00;22;3;"3";7;1;"0151463";"1006844";"0151463306853";"IV";
5327,00;"GURA ARIEªULUI";517406,00;1;5309,00;23;3;"3";7;1;"0151463";"3005586";"0151463705593";"V";
5336,00;"LUPªA";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151472000000";"IV";
5345,00;"LUPªA";517410,00;1;5336,00;22;3;"3";7;1;"0151472";"1006908";"0151472306917";"IV";
5354,00;"BÎRDEªTI";517411,00;1;5336,00;23;3;"3";7;1;"0151472";"3000827";"0151472701065";"V";
5363,00;"BÎRZAN";517412,00;1;5336,00;23;3;"3";7;1;"0151472";"3000875";"0151472701111";"V";
5372,00;"CURMATURA";517413,00;1;5336,00;23;3;"3";7;1;"0151472";"3003730";"0151472703734";"V";
5381,00;"DUPA DEAL";517414,00;1;5336,00;23;3;"3";7;1;"0151472";"3004473";"0151472704479";"V";
5390,00;"GEAMANA";517416,00;1;5336,00;23;3;"3";7;1;"0151472";"3005123";"0151472705080";"V";
5407,00;"HADARAU";517417,00;1;5336,00;23;3;"3";7;1;"0151472";"3005713";"0151472705720";"V";
5416,00;"HOLOBANI";517418,00;1;5336,00;23;3;"3";7;1;"0151472";"3005872";"0151472705880";"V";
5425,00;"LAZURI";517419,00;1;5336,00;23;3;"3";7;1;"0151472";"3006479";"0151472706484";"V";
5434,00;"LUNCA";517421,00;1;5336,00;23;3;"3";7;1;"0151472";"3006795";"0151472706787";"V";
5443,00;"MANASTIRE";517422,00;1;5336,00;23;3;"3";7;1;"0151472";"3007163";"0151472707172";"V";
5452,00;"MARGAIA";517423,00;1;5336,00;23;3;"3";7;1;"0151472";"3007214";"0151472707224";"V";
5461,00;"MUªCA";517424,00;1;5336,00;23;3;"3";7;1;"0151472";"3007841";"0151472707851";"V";
5470,00;"PIÞIGA";517427,00;1;5336,00;23;3;"3";7;1;"0151472";"3008936";"0151472708900";"V";
5489,00;"PÎRÎU-CARBUNARI";517426,00;1;5336,00;23;3;"3";7;1;"0151472";"3008648";"0151472708932";"V";
5498,00;"POªOGANI";517428,00;1;5336,00;23;3;"3";7;1;"0151472";"3009409";"0151472709421";"V";
5504,00;"ªASA";517429,00;1;5336,00;23;3;"3";7;1;"0151472";"3011482";"0151472711499";"V";
5513,00;"TRIFEªTI";517431,00;1;5336,00;23;3;"3";7;1;"0151472";"3012219";"0151472712234";"V";
5522,00;"VALEA HOLHORII";517432,00;1;5336,00;23;3;"3";7;1;"0151472";"3012758";"0151472712774";"V";
5531,00;"VALEA LUPªII";517433,00;1;5336,00;23;3;"3";7;1;"0151472";"3012809";"0151472712824";"V";
5540,00;"VALEA ªESII";517434,00;1;5336,00;23;3;"3";7;1;"0151472";"3012983";"0151472712997";"V";
5559,00;"VAI";517436,00;1;5336,00;23;3;"3";7;1;"0151472";"3013090";"0151472713107";"V";
5568,00;"VINÞA";517437,00;1;5336,00;23;3;"3";7;1;"0151472";"3013397";"0151472713332";"V";
5577,00;"METEª";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151564000000";"IV";
5586,00;"METEª";517445,00;1;5577,00;22;3;"3";7;1;"0151564";"1007400";"0151564307371";"IV";
5595,00;"AMPOIÞA";517446,00;1;5577,00;23;3;"3";7;1;"0151564";"3000201";"0151564700202";"V";
5602,00;"ISCA";517447,00;1;5577,00;23;3;"3";7;1;"0151564";"3006208";"0151564706216";"V";
5611,00;"LUNCA AMPOIÞEI";517448,00;1;5577,00;23;3;"3";7;1;"0151564";"3006811";"0151564706820";"V";
5620,00;"LUNCA METEªULUI";517449,00;1;5577,00;23;3;"3";7;1;"0151564";"3006842";"0151564706851";"V";
5639,00;"PADUREA";517451,00;1;5577,00;23;3;"3";7;1;"0151564";"3008482";"0151564708494";"V";
5648,00;"POIANA AMPOIULUI";517452,00;1;5577,00;23;3;"3";7;1;"0151564";"3009195";"0151564709207";"V";
5657,00;"POIANA URSULUI";517453,00;1;5577,00;23;3;"3";7;1;"0151564";"3009247";"0151564709259";"V";
5666,00;"PRESACA AMPOIULUI";517454,00;1;5577,00;23;3;"3";7;1;"0151564";"3009492";"0151564709505";"V";
5675,00;"REMETEA";517456,00;1;5577,00;23;3;"3";7;1;"0151564";"3009935";"0151564709914";"V";
5684,00;"TAUÞI";517457,00;1;5577,00;23;3;"3";7;1;"0151564";"3011868";"0151564711885";"V";
5693,00;"VALENI";517458,00;1;5577,00;23;3;"3";7;1;"0151564";"3013115";"0151564713125";"V";
5700,00;"MIHALÞ";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151581000000";"IV";
5719,00;"MIHALÞ";517465,00;1;5700,00;22;3;"3";7;1;"0151581";"1007467";"0151581307438";"IV";
5728,00;"CISTEI";517466,00;1;5700,00;23;3;"3";7;1;"0151581";"3002866";"0151581702780";"V";
5737,00;"OBREJA";517467,00;1;5700,00;23;3;"3";7;1;"0151581";"3008142";"0151581708153";"V";
5746,00;"ZARIEª";517468,00;1;5700,00;23;3;"3";7;1;"0151581";"3013638";"0151581713656";"V";
5755,00;"MIRASLAU";0,00;1;10,00;3;2;"3";7;1;"01";"       ";"0151599000000";"IV";
5764,00;"MIRASLAU";517470,00;1;5755,00;22;3;"3";7;1;"0151599";"1007538";"0151599307509";"IV";
5773,00;"CICAU";517471,00;1;5755,00;23;3;"3";7;1;"0151599";"3002727";"0151599702641";"V";
5782,00;"DECEA";517472,00;1;5755,00;23;3;"3";7;1;"0151599";"3003971";"0151599703941";"V";
